bank,filename,date_dt,chron_order_in_country,rate_curr,rate_next,rate_change,urate,pce_inf,effective_ffr,sentence
usfed,C:/Modeling/ETA/USA/html/monetary20111102a.htm,11/2/11,81,0.25,0.25,0,8.6,1.82785,0.100,information received since the federal open market committee met in september indicates that economic growth strengthened somewhat in the third quarter reflecting in part a reversal of the temporary factors that had weighed on growth earlier in the year. nonetheless recent indicators point to continuing weakness in overall labor market conditions and the unemployment rate remains elevated. household spending has increased at a somewhat faster pace in recent months. business investment in equipment and software has continued to expand but investment in nonresidential structures is still weak and the housing sector remains depressed. inflation appears to have moderated since earlier in the year as prices of energy and some commodities have declined from their peaks. longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee continues to expect a moderate pace of economic growth over coming quarters and consequently anticipates that the unemployment rate will decline only gradually toward levels that the committee judges to be consistent with its dual mandate. moreover there are significant downside risks to the economic outlook including strains in global financial markets. the committee also anticipates that inflation will settle over coming quarters at levels at or below those consistent with the committee's dual mandate as the effects of past energy and other commodity price increases dissipate further. however the committee will continue to pay close attention to the evolution of inflation and inflation expectations. to support a stronger economic recovery and to help ensure that inflation over time is at levels consistent with the dual mandate the committee decided today to continue its program to extend the average maturity of its holdings of securities as announced in september. the committee is maintaining its existing policies of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing treasury securities at auction. the committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate. the committee also decided to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through mid-2013. the committee will continue to assess the economic outlook in light of incoming information and is prepared to employ its tools to promote a stronger economic recovery in a context of price stability. voting for the fomc monetary policy action were: ben s. evans who supported additional policy accommodation at this time.
usfed,C:/Modeling/ETA/USA/html/monetary20111213a.htm,12/13/11,82,0.25,0.25,0,8.5,1.97581,0.040,information received since the federal open market committee met in november suggests that the economy has been expanding moderately notwithstanding some apparent slowing in global growth. while indicators point to some improvement in overall labor market conditions the unemployment rate remains elevated. household spending has continued to advance but business fixed investment appears to be increasing less rapidly and the housing sector remains depressed. inflation has moderated since earlier in the year and longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee continues to expect a moderate pace of economic growth over coming quarters and consequently anticipates that the unemployment rate will decline only gradually toward levels that the committee judges to be consistent with its dual mandate. strains in global financial markets continue to pose significant downside risks to the economic outlook. the committee also anticipates that inflation will settle over coming quarters at levels at or below those consistent with the committee's dual mandate. however the committee will continue to pay close attention to the evolution of inflation and inflation expectations. to support a stronger economic recovery and to help ensure that inflation over time is at levels consistent with the dual mandate the committee decided today to continue its program to extend the average maturity of its holdings of securities as announced in september. the committee is maintaining its existing policies of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing treasury securities at auction. the committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate. the committee also decided to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through mid-2013. the committee will continue to assess the economic outlook in light of incoming information and is prepared to employ its tools to promote a stronger economic recovery in a context of price stability. voting for the fomc monetary policy action were: ben s. evans who supported additional policy accommodation at this time.
usfed,C:/Modeling/ETA/USA/html/monetary20120125a.htm,1/25/12,83,0.25,0.25,0,8.3,2.061,0.110,information received since the federal open market committee met in december suggests that the economy has been expanding moderately notwithstanding some slowing in global growth. while indicators point to some further improvement in overall labor market conditions the unemployment rate remains elevated. household spending has continued to advance but growth in business fixed investment has slowed and the housing sector remains depressed. inflation has been subdued in recent months and longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee expects economic growth over coming quarters to be modest and consequently anticipates that the unemployment rate will decline only gradually toward levels that the committee judges to be consistent with its dual mandate. strains in global financial markets continue to pose significant downside risks to the economic outlook. the committee also anticipates that over coming quarters inflation will run at levels at or below those consistent with the committee's dual mandate. to support a stronger economic recovery and to help ensure that inflation over time is at levels consistent with the dual mandate the committee expects to maintain a highly accommodative stance for monetary policy. in particular the committee decided today to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014. the committee also decided to continue its program to extend the average maturity of its holdings of securities as announced in september. the committee is maintaining its existing policies of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing treasury securities at auction. the committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate to promote a stronger economic recovery in a context of price stability. voting for the fomc monetary policy action were: ben s. lacker who preferred to omit the description of the time period over which economic conditions are likely to warrant exceptionally low levels of the federal funds rate.
usfed,C:/Modeling/ETA/USA/html/monetary20120313a.htm,3/13/12,84,0.25,0.25,0,8.2,2.04406,0.090,information received since the federal open market committee met in january suggests that the economy has been expanding moderately. labor market conditions have improved further; the unemployment rate has declined notably in recent months but remains elevated. household spending and business fixed investment have continued to advance. inflation has been subdued in recent months although prices of crude oil and gasoline have increased lately. longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee expects moderate economic growth over coming quarters and consequently anticipates that the unemployment rate will decline gradually toward levels that the committee judges to be consistent with its dual mandate. strains in global financial markets have eased though they continue to pose significant downside risks to the economic outlook. the recent increase in oil and gasoline prices will push up inflation temporarily but the committee anticipates that subsequently inflation will run at or below the rate that it judges most consistent with its dual mandate. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee expects to maintain a highly accommodative stance for monetary policy. in particular the committee decided today to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014. the committee also decided to continue its program to extend the average maturity of its holdings of securities as announced in september. the committee is maintaining its existing policies of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing treasury securities at auction. the committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate to promote a stronger economic recovery in a context of price stability. voting for the fomc monetary policy action were: ben s. lacker who does not anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate through late 2014.
usfed,C:/Modeling/ETA/USA/html/monetary20120425a.htm,4/25/12,85,0.25,0.25,0,8.2,1.96475,0.160,information received since the federal open market committee met in march suggests that the economy has been expanding moderately. labor market conditions have improved in recent months; the unemployment rate has declined but remains elevated. household spending and business fixed investment have continued to advance. despite some signs of improvement the housing sector remains depressed. inflation has picked up somewhat mainly reflecting higher prices of crude oil and gasoline. however longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee expects economic growth to remain moderate over coming quarters and then to pick up gradually. consequently the committee anticipates that the unemployment rate will decline gradually toward levels that it judges to be consistent with its dual mandate. strains in global financial markets continue to pose significant downside risks to the economic outlook. the increase in oil and gasoline prices earlier this year is expected to affect inflation only temporarily and the committee anticipates that subsequently inflation will run at or below the rate that it judges most consistent with its dual mandate. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee expects to maintain a highly accommodative stance for monetary policy. in particular the committee decided today to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014. the committee also decided to continue its program to extend the average maturity of its holdings of securities as announced in september. the committee is maintaining its existing policies of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing treasury securities at auction. the committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate to promote a stronger economic recovery in a context of price stability. voting for the fomc monetary policy action were: ben s. lacker who does not anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate through late 2014.
usfed,C:/Modeling/ETA/USA/html/monetary20120620a.htm,6/20/12,86,0.25,0.25,0,8.2,1.8194,0.090,information received since the federal open market committee met in april suggests that the economy has been expanding moderately this year. however growth in employment has slowed in recent months and the unemployment rate remains elevated. household spending appears to be rising at a somewhat slower pace than earlier in the year. despite some signs of improvement the housing sector remains depressed. inflation has declined mainly reflecting lower prices of crude oil and gasoline and longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee expects economic growth to remain moderate over coming quarters and then to pick up very gradually. consequently the committee anticipates that the unemployment rate will decline only slowly toward levels that it judges to be consistent with its dual mandate. further strains in global financial markets continue to pose significant downside risks to the economic outlook. the committee anticipates that inflation over the medium term will run at or below the rate that it judges most consistent with its dual mandate. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee expects to maintain a highly accommodative stance for monetary policy. in particular the committee decided today to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014. the committee also decided to continue through the end of the year its program to extend the average maturity of its holdings of securities. specifically the committee intends to purchase treasury securities with remaining maturities of 6 years to 30 years at the current pace and to sell or redeem an equal amount of treasury securities with remaining maturities of approximately 3 years or less. this continuation of the maturity extension program should put downward pressure on longer-term interest rates and help to make broader financial conditions accommodative. the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities. the committee is prepared to take further action as appropriate to promote a stronger economic recovery and sustained improvement in labor market conditions in a context of price stability. lacker who opposed continuation of the maturity extension program.statement regarding continuation of the maturity extension program
usfed,C:/Modeling/ETA/USA/html/monetary20120801a.htm,8/1/12,87,0.25,0.25,0,8.1,1.63545,0.130,information received since the federal open market committee met in june suggests that economic activity decelerated somewhat over the first half of this year. growth in employment has been slow in recent months and the unemployment rate remains elevated. household spending has been rising at a somewhat slower pace than earlier in the year. despite some further signs of improvement the housing sector remains depressed. inflation has declined since earlier this year mainly reflecting lower prices of crude oil and gasoline and longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee expects economic growth to remain moderate over coming quarters and then to pick up very gradually. consequently the committee anticipates that the unemployment rate will decline only slowly toward levels that it judges to be consistent with its dual mandate. further strains in global financial markets continue to pose significant downside risks to the economic outlook. the committee anticipates that inflation over the medium term will run at or below the rate that it judges most consistent with its dual mandate. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee expects to maintain a highly accommodative stance for monetary policy. in particular the committee decided today to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014. the committee also decided to continue through the end of the year its program to extend the average maturity of its holdings of securities as announced in june and it is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities. the committee will closely monitor incoming information on economic and financial developments and will provide additional accommodation as needed to promote a stronger economic recovery and sustained improvement in labor market conditions in a context of price stability. voting for the fomc monetary policy action were: ben s. lacker who preferred to omit the description of the time period over which economic conditions are likely to warrant an exceptionally low level of the federal funds rate.
usfed,C:/Modeling/ETA/USA/html/monetary20120913a.htm,9/13/12,88,0.25,0.25,0,7.8,1.69216,0.090,information received since the federal open market committee met in august suggests that economic activity has continued to expand at a moderate pace in recent months. growth in employment has been slow and the unemployment rate remains elevated. household spending has continued to advance but growth in business fixed investment appears to have slowed. the housing sector has shown some further signs of improvement albeit from a depressed level. inflation has been subdued although the prices of some key commodities have increased recently. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee is concerned that without further policy accommodation economic growth might not be strong enough to generate sustained improvement in labor market conditions. further strains in global financial markets continue to pose significant downside risks to the economic outlook. the committee also anticipates that inflation over the medium term likely would run at or below its 2 percent objective. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee agreed today to increase policy accommodation by purchasing additional agency mortgage-backed securities at a pace of 40 billion per month. the committee also will continue through the end of the year its program to extend the average maturity of its holdings of securities as announced in june and it is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities. these actions which together will increase the committee's holdings of longer-term securities by about 85 billion each month through the end of the year should put downward pressure on longer-term interest rates support mortgage markets and help to make broader financial conditions accommodative. the committee will closely monitor incoming information on economic and financial developments in coming months. if the outlook for the labor market does not improve substantially the committee will continue its purchases of agency mortgage-backed securities undertake additional asset purchases and employ its other policy tools as appropriate until such improvement is achieved in a context of price stability. in determining the size pace and composition of its asset purchases the committee will as always take appropriate account of the likely efficacy and costs of such purchases. to support continued progress toward maximum employment and price stability the committee expects that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the economic recovery strengthens. in particular the committee also decided today to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that exceptionally low levels for the federal funds rate are likely to be warranted at least through mid-2015. lacker who opposed additional asset purchases and preferred to omit the description of the time period over which exceptionally low levels for the federal funds rate are likely to be warranted. statement regarding transactions in agency mortgage-backed securities and treasury securities
usfed,C:/Modeling/ETA/USA/html/monetary20121024a.htm,10/24/12,89,0.25,0.25,0,7.8,1.88909,0.180,information received since the federal open market committee met in september suggests that economic activity has continued to expand at a moderate pace in recent months. growth in employment has been slow and the unemployment rate remains elevated. household spending has advanced a bit quickly but growth in business fixed investment has slowed. the housing sector has shown some further signs of improvement albeit from a depressed level. inflation recently picked up somewhat reflecting higher energy prices. longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee remains concerned that without sufficient policy accommodation economic growth might not be strong enough to generate sustained improvement in labor market conditions. further strains in global financial markets continue to pose significant downside risks to the economic outlook. the committee also anticipates that inflation over the medium term likely would run at or below its 2 percent objective. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee will continue purchasing additional agency mortgage-backed securities at a pace of 40 billion per month. the committee also will continue through the end of the year its program to extend the average maturity of its holdings of treasury securities and it is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities. these actions which together will increase the committee's holdings of longer-term securities by about 85 billion each month through the end of the year should put downward pressure on longer-term interest rates support mortgage markets and help to make broader financial conditions accommodative. the committee will closely monitor incoming information on economic and financial developments in coming months. if the outlook for the labor market does not improve substantially the committee will continue its purchases of agency mortgage-backed securities undertake additional asset purchases and employ its other policy tools as appropriate until such improvement is achieved in a context of price stability. in determining the size pace and composition of its asset purchases the committee will as always take appropriate account of the likely efficacy and costs of such purchases. to support continued progress toward maximum employment and price stability the committee expects that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the economic recovery strengthens. in particular the committee also decided today to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that exceptionally low levels for the federal funds rate are likely to be warranted at least through mid-2015. voting for the fomc monetary policy action were: ben s. lacker who opposed additional asset purchases and disagreed with the description of the time period over which a highly accommodative stance of monetary policy will remain appropriate and exceptionally low levels for the federal funds rate are likely to be warranted.
usfed,C:/Modeling/ETA/USA/html/monetary20121212a.htm,12/12/12,90,0.25,0.25,0,7.9,1.68903,0.090,information received since the federal open market committee met in october suggests that economic activity and employment have continued to expand at a moderate pace in recent months apart from weather-related disruptions. although the unemployment rate has declined somewhat since the summer it remains elevated. household spending has continued to advance and the housing sector has shown further signs of improvement but growth in business fixed investment has slowed. inflation has been running somewhat below the committee's longer-run objective apart from temporary variations that largely reflect fluctuations in energy prices. longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee remains concerned that without sufficient policy accommodation economic growth might not be strong enough to generate sustained improvement in labor market conditions. further strains in global financial markets continue to pose significant downside risks to the economic outlook. the committee also anticipates that inflation over the medium term likely will run at or below its 2 percent objective. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee will continue purchasing additional agency mortgage-backed securities at a pace of 40 billion per month. the committee also will purchase longer-term treasury securities after its program to extend the average maturity of its holdings of treasury securities is completed at the end of the year initially at a pace of 45 billion per month. the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and in january will resume rolling over maturing treasury securities at auction. taken together these actions should maintain downward pressure on longer-term interest rates support mortgage markets and help to make broader financial conditions accommodative. the committee will closely monitor incoming information on economic and financial developments in coming months. if the outlook for the labor market does not improve substantially the committee will continue its purchases of treasury and agency mortgage-backed securities and employ its other policy tools as appropriate until such improvement is achieved in a context of price stability. in determining the size pace and composition of its asset purchases the committee will as always take appropriate account of the likely efficacy and costs of such purchases. to support continued progress toward maximum employment and price stability the committee expects that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the asset purchase program ends and the economic recovery strengthens. in particular the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that this exceptionally low range for the federal funds rate will be appropriate at least as long as the unemployment rate remains above 6-1/2 percent inflation between one and two years ahead is projected to be no than a half percentage point above the committee's 2 percent longer-run goal and longer-term inflation expectations continue to be well anchored. the committee views these thresholds as consistent with its earlier date-based guidance. in determining how long to maintain a highly accommodative stance of monetary policy the committee will also consider other information including additional measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments. when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. voting for the fomc monetary policy action were: ben s. lacker who opposed the asset purchase program and the characterization of the conditions under which an exceptionally low range for the federal funds rate will be appropriate. statement regarding purchases of treasury securities and agency mortgage-backed securities
usfed,C:/Modeling/ETA/USA/html/monetary20130130a.htm,1/30/13,91,0.25,0.25,0,8,1.59435,0.150,information received since the federal open market committee met in december suggests that growth in economic activity paused in recent months in large part because of weather-related disruptions and other transitory factors. employment has continued to expand at a moderate pace but the unemployment rate remains elevated. household spending and business fixed investment advanced and the housing sector has shown further improvement. inflation has been running somewhat below the committee's longer-run objective apart from temporary variations that largely reflect fluctuations in energy prices. longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee expects that with appropriate policy accommodation economic growth will proceed at a moderate pace and the unemployment rate will gradually decline toward levels the committee judges consistent with its dual mandate. although strains in global financial markets have eased somewhat the committee continues to see downside risks to the economic outlook. the committee also anticipates that inflation over the medium term likely will run at or below its 2 percent objective. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee will continue purchasing additional agency mortgage-backed securities at a pace of 40 billion per month and longer-term treasury securities at a pace of 45 billion per month. the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing treasury securities at auction. taken together these actions should maintain downward pressure on longer-term interest rates support mortgage markets and help to make broader financial conditions accommodative. the committee will closely monitor incoming information on economic and financial developments in coming months. if the outlook for the labor market does not improve substantially the committee will continue its purchases of treasury and agency mortgage-backed securities and employ its other policy tools as appropriate until such improvement is achieved in a context of price stability. in determining the size pace and composition of its asset purchases the committee will as always take appropriate account of the likely efficacy and costs of such purchases. to support continued progress toward maximum employment and price stability the committee expects that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the asset purchase program ends and the economic recovery strengthens. in particular the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that this exceptionally low range for the federal funds rate will be appropriate at least as long as the unemployment rate remains above 6-1/2 percent inflation between one and two years ahead is projected to be no than a half percentage point above the committee's 2 percent longer-run goal and longer-term inflation expectations continue to be well anchored. in determining how long to maintain a highly accommodative stance of monetary policy the committee will also consider other information including additional measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments. when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. voting for the fomc monetary policy action were: ben s. george who was concerned that the continued high level of monetary accommodation increased the risks of future economic and financial imbalances and over time could cause an increase in long-term inflation expectations.
usfed,C:/Modeling/ETA/USA/html/monetary20130320a.htm,3/20/13,92,0.25,0.25,0,7.5,1.49606,0.090,information received since the federal open market committee met in january suggests a return to moderate economic growth following a pause late last year. labor market conditions have shown signs of improvement in recent months but the unemployment rate remains elevated. household spending and business fixed investment advanced and the housing sector has strengthened further but fiscal policy has become somewhat restrictive. inflation has been running somewhat below the committee's longer-run objective apart from temporary variations that largely reflect fluctuations in energy prices. longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee expects that with appropriate policy accommodation economic growth will proceed at a moderate pace and the unemployment rate will gradually decline toward levels the committee judges consistent with its dual mandate. the committee continues to see downside risks to the economic outlook. the committee also anticipates that inflation over the medium term likely will run at or below its 2 percent objective. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee decided to continue purchasing additional agency mortgage-backed securities at a pace of 40 billion per month and longer-term treasury securities at a pace of 45 billion per month. the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing treasury securities at auction. taken together these actions should maintain downward pressure on longer-term interest rates support mortgage markets and help to make broader financial conditions accommodative. the committee will closely monitor incoming information on economic and financial developments in coming months. the committee will continue its purchases of treasury and agency mortgage-backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability. in determining the size pace and composition of its asset purchases the committee will continue to take appropriate account of the likely efficacy and costs of such purchases as well as the extent of progress toward its economic objectives. to support continued progress toward maximum employment and price stability the committee expects that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the asset purchase program ends and the economic recovery strengthens. in particular the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that this exceptionally low range for the federal funds rate will be appropriate at least as long as the unemployment rate remains above 6-1/2 percent inflation between one and two years ahead is projected to be no than a half percentage point above the committee's 2 percent longer-run goal and longer-term inflation expectations continue to be well anchored. in determining how long to maintain a highly accommodative stance of monetary policy the committee will also consider other information including additional measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments. when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. voting for the fomc monetary policy action were: ben s. george who was concerned that the continued high level of monetary accommodation increased the risks of future economic and financial imbalances and over time could cause an increase in long-term inflation expectations.
usfed,C:/Modeling/ETA/USA/html/monetary20130501a.htm,5/1/13,93,0.25,0.25,0,7.5,1.42718,0.090,information received since the federal open market committee met in march suggests that economic activity has been expanding at a moderate pace. labor market conditions have shown some improvement in recent months on balance but the unemployment rate remains elevated. household spending and business fixed investment advanced and the housing sector has strengthened further but fiscal policy is restraining economic growth. inflation has been running somewhat below the committee's longer-run objective apart from temporary variations that largely reflect fluctuations in energy prices. longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee expects that with appropriate policy accommodation economic growth will proceed at a moderate pace and the unemployment rate will gradually decline toward levels the committee judges consistent with its dual mandate. the committee continues to see downside risks to the economic outlook. the committee also anticipates that inflation over the medium term likely will run at or below its 2 percent objective. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee decided to continue purchasing additional agency mortgage-backed securities at a pace of 40 billion per month and longer-term treasury securities at a pace of 45 billion per month. the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing treasury securities at auction. taken together these actions should maintain downward pressure on longer-term interest rates support mortgage markets and help to make broader financial conditions accommodative. the committee will closely monitor incoming information on economic and financial developments in coming months. the committee will continue its purchases of treasury and agency mortgage-backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability. the committee is prepared to increase or reduce the pace of its purchases to maintain appropriate policy accommodation as the outlook for the labor market or inflation changes. in determining the size pace and composition of its asset purchases the committee will continue to take appropriate account of the likely efficacy and costs of such purchases as well as the extent of progress toward its economic objectives. to support continued progress toward maximum employment and price stability the committee expects that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the asset purchase program ends and the economic recovery strengthens. in particular the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that this exceptionally low range for the federal funds rate will be appropriate at least as long as the unemployment rate remains above 6-1/2 percent inflation between one and two years ahead is projected to be no than a half percentage point above the committee's 2 percent longer-run goal and longer-term inflation expectations continue to be well anchored. in determining how long to maintain a highly accommodative stance of monetary policy the committee will also consider other information including additional measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments. when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. voting for the fomc monetary policy action were: ben s. george who was concerned that the continued high level of monetary accommodation increased the risks of future economic and financial imbalances and over time could cause an increase in long-term inflation expectations.
usfed,C:/Modeling/ETA/USA/html/monetary20130619a.htm,6/19/13,94,0.25,0.25,0,7.5,1.48874,0.070,information received since the federal open market committee met in may suggests that economic activity has been expanding at a moderate pace. labor market conditions have shown further improvement in recent months on balance but the unemployment rate remains elevated. household spending and business fixed investment advanced and the housing sector has strengthened further but fiscal policy is restraining economic growth. partly reflecting transitory influences inflation has been running below the committee's longer-run objective but longer-term inflation expectations have remained stable. consistent with its statutory mandate the committee seeks to foster maximum employment and price stability. the committee expects that with appropriate policy accommodation economic growth will proceed at a moderate pace and the unemployment rate will gradually decline toward levels the committee judges consistent with its dual mandate. the committee sees the downside risks to the outlook for the economy and the labor market as having diminished since the fall. the committee also anticipates that inflation over the medium term likely will run at or below its 2 percent objective. to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the committee decided to continue purchasing additional agency mortgage-backed securities at a pace of 40 billion per month and longer-term treasury securities at a pace of 45 billion per month. the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing treasury securities at auction. taken together these actions should maintain downward pressure on longer-term interest rates support mortgage markets and help to make broader financial conditions accommodative. the committee will closely monitor incoming information on economic and financial developments in coming months. the committee will continue its purchases of treasury and agency mortgage-backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability. the committee is prepared to increase or reduce the pace of its purchases to maintain appropriate policy accommodation as the outlook for the labor market or inflation changes. in determining the size pace and composition of its asset purchases the committee will continue to take appropriate account of the likely efficacy and costs of such purchases as well as the extent of progress toward its economic objectives. to support continued progress toward maximum employment and price stability the committee expects that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the asset purchase program ends and the economic recovery strengthens. in particular the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that this exceptionally low range for the federal funds rate will be appropriate at least as long as the unemployment rate remains above 6-1/2 percent inflation between one and two years ahead is projected to be no than a half percentage point above the committee's 2 percent longer-run goal and longer-term inflation expectations continue to be well anchored. in determining how long to maintain a highly accommodative stance of monetary policy the committee will also consider other information including additional measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments. when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. voting for the fomc monetary policy action were: ben s. voting against the action was james bullard who believed that the committee should signal strongly its willingness to defend its inflation goal in light of recent low inflation readings and esther l. george who was concerned that the continued high level of monetary accommodation increased the risks of future economic and financial imbalances and over time could cause an increase in long-term inflation expectations.
