,filename,sentence,paragraph_index,year,date,is_table,paragraphs,num_char_sentence,total_chars
208,./Czechia/TK_10SZ2007_AJ.pdf, Major risks and:uncertainties   second-round impacts of tax changes  faster growth in food prices  stronger CZK/EUR exchange rate  slower economic growth abroad (relative to existing ,5,2007,2007/10/25,0,5,184,1483
212,./Czechia/tk_04sz2013_aj.pdf, Press conference of the  CNB Bank Board 4th Situation Report on  Economic and Monetary  Developments 27 June 2013 The monetary policy decision and  the stance of the CNB   At the close of the meeting the Board decided unanimously to  leave the two-week repo rate unchanged at ,1,2013,2013/06/27,0,13,277,2578
213,./Czechia/tk_04sz2013_aj.pdf, Interest rates will remain at current levels (i.e. at technical zero)  over  longer horizon until inflation pressures increase  ,2,2013,2013/06/27,0,13,129,2578
214,./Czechia/tk_04sz2013_aj.pdf, The CNB is ready to use foreign exchange interventions if  further monetary policy easing becomes ,3,2013,2013/06/27,0,13,99,2578
216,./Czechia/tk_04sz2013_aj.pdf,"  Reasons for the decision within  the context of the forecast   Consistent with the forecast is  slight decline in market interest ,rates  followed by  rise in rates in ",4,2013,2013/06/27,0,13,170,2578
217,./Czechia/tk_04sz2013_aj.pdf, The current Inflation Report II/2013 forecast does not predict an  increase in inflation pressures and no tangible risks of such an  increase in inflation pressures can be identified ,5,2013,2013/06/27,0,13,184,2578
218,./Czechia/tk_04sz2013_aj.pdf," The overall risks to the inflation forecast are on the,downside   respectively tilted towards the need for easier monetary conditions in  comparison with the ",6,2013,2013/06/27,0,13,159,2578
220,./Czechia/tk_04sz2013_aj.pdf," Developments in industrial,production  construction output and retail sales  excluding the automotive segment in April continue to indicate subdued economic  ",8,2013,2013/06/27,0,13,159,2578
221,./Czechia/tk_04sz2013_aj.pdf," On the,contrary  there are some signs of economic recovery (growth in  exports and export,orders  developments of some GDP,components  and  further  increase in consumer ",8,2013,2013/06/27,0,13,171,2578
222,./Czechia/tk_04sz2013_aj.pdf, Labour market broadly stagnated in 2013:Q1   Total employment saw  surprising y-o-y ,9,2013,2013/06/27,0,13,85,2578
225,./Czechia/tk_04sz2013_aj.pdf, The latter two indicators have exhibited only marginal  changes so far during ,9,2013,2013/06/27,0,13,79,2578
226,./Czechia/tk_04sz2013_aj.pdf," Y-o-y growth in the average nominal wage in the business sector was negative in 2013,Q1  which  was influenced by tax ",10,2013,2013/06/27,0,13,119,2578
228,./Czechia/tk_04sz2013_aj.pdf, Cost-push pressures (though weakening) are apparent from agricultural producer  prices ,11,2013,2013/06/27,0,13,88,2578
229,./Czechia/tk_04sz2013_aj.pdf,"  Comparison of actual data  with the CNB forecast  7.6 7.7 forecast actual data    1.6 1.3 0.1  -0.4 -2 -1.5 -2.2 -4 GDP,(Q1 2013)  Inflation (May 2013)  Average wage,(Q1 2013)  Share of unemployed persons,(Q2 2013) :Note  in,percentages  for share of unemployed persons comparison of s.a. outcomes in April and May with  forecast for the,Q2  2013   Risks to the forecast The risks to the forecast are tilted towards the need for  easier monetary conditions in comparison  with the ",12,2013,2013/06/27,0,13,483,2578
230,./Czechia/tk_04sz2013_aj.pdf, Risk in the above-mentioned:direction    lower domestic inflation  Thank you for your attention Minutes of the today’s meeting and  the Graph of Risks to the Inflation  Projection (GRIP) will be released  on  July 2013 at :http:,13,2013,2013/06/27,0,13,229,2578
231,./Czechia/tk_03sz2013_aj.pdf, Press conference of the  CNB Bank Board 3rd Situation Report on  Economic and Monetary  Developments  May 2013 The monetary policy decision and  the stance of the CNB   At the close of the meeting the Board decided unanimously to  leave the two-week repo rate unchanged at ,1,2013,2013/05/02,0,13,274,1955
232,./Czechia/tk_03sz2013_aj.pdf, Interest rates will remain at current levels (i.e. at technical zero)  over  longer horizon until inflation pressures increase  ,2,2013,2013/05/02,0,13,129,1955
233,./Czechia/tk_03sz2013_aj.pdf, The CNB is ready to use foreign exchange interventions if  further monetary policy easing becomes ,3,2013,2013/05/02,0,13,99,1955
234,./Czechia/tk_03sz2013_aj.pdf," 2 Reasons for the decision within  the context of the forecast   Consistent with the forecast is  slight decline in market interest ,rates  followed by  rise in rates in ",4,2013,2013/05/02,0,13,171,1955
235,./Czechia/tk_03sz2013_aj.pdf, The new forecast does not predict an increase in inflation pressures  and no tangible risks of such an increase in inflation pressures can  be identified ,5,2013,2013/05/02,0,13,155,1955
237,./Czechia/tk_03sz2013_aj.pdf, 3 The message of the forecast   Tax changes and growth in administered prices are again the sources of current  ,7,2013,2013/05/02,0,13,113,1955
239,./Czechia/tk_03sz2013_aj.pdf, Headline inflation will be slightly below the CNB’s 2% target this year and next  ,8,2013,2013/05/02,0,13,83,1955
240,./Czechia/tk_03sz2013_aj.pdf, Monetary-policy relevant inflation will be close to the lower boundary of the  tolerance band this year and then return slowly to the ,8,2013,2013/05/02,0,13,135,1955
241,./Czechia/tk_03sz2013_aj.pdf," This,year  GDP will drop by 0.5% amid ongoing fiscal consolidation and an only  gradual recovery in external ",9,2013,2013/05/02,0,13,110,1955
243,./Czechia/tk_03sz2013_aj.pdf, The exchange rate of the koruna against the euro will appreciate very slowly from   weak initial ,10,2013,2013/05/02,0,13,98,1955
244,./Czechia/tk_03sz2013_aj.pdf," Consistent with the forecast is  slight decline in market interest,rates  followed by   rise in rates in ",11,2013,2013/05/02,0,13,106,1955
246,./Czechia/tk_03sz2013_aj.pdf," Risks on the:downside    outlook for foreign variables ,EURIBOR  oil prices   domestic economic developments   increased competition in some oligopolistic industries 13 Thank you for your attention More information about the forecast  can be found at :http //www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report,II/2013   to be published 10 May ",13,2013,2013/05/02,0,13,357,1955
252,./Czechia/tk_05sz2011_aj.pdf, Press conference of the CNB Bank Board 5th Situation Report on  Economic and Monetary  Developments  August 2011 The monetary policy decision taken and the ratio of the votes cast  At the close of the meeting the Bank Board decided by   majority vote to leave the two-week repo rate unchanged  at ,1,2011,2011/08/04,0,13,298,2034
253,./Czechia/tk_05sz2011_aj.pdf," Five members voted in favour of this,decision  and two  members voted for increasing rates by 0.25 percentage  ",2,2011,2011/08/04,0,13,112,2034
254,./Czechia/tk_05sz2011_aj.pdf,  Reasons for the decision   Monetary-policy relevant inflation will be close to the  inflation target over the entire forecast ,3,2011,2011/08/04,0,13,128,2034
255,./Czechia/tk_05sz2011_aj.pdf, Headline  inflation will be temporarily slightly above 3% due to  VAT  ,3,2011,2011/08/04,0,13,72,2034
256,./Czechia/tk_05sz2011_aj.pdf, Consistent with the forecast is broad stability of market  interest rates at the start of the forecast horizon and   gradual rise in rates starting in late 2011/early ,4,2011,2011/08/04,0,13,168,2034
257,./Czechia/tk_05sz2011_aj.pdf, The  rates do not react to the first-round effects of the VAT  ,4,2011,2011/08/04,0,13,64,2034
259,./Czechia/tk_05sz2011_aj.pdf,"  The message of the forecast  Inflation pressures from the domestic economy are currently not,significant   commodity prices and food prices are the main source of ",6,2011,2011/08/04,0,13,165,2034
260,./Czechia/tk_05sz2011_aj.pdf," Headline inflation will be just above 3% in 2012 owing to the VAT,increase  but will  return to the target at the start of ",7,2011,2011/08/04,0,13,124,2034
261,./Czechia/tk_05sz2011_aj.pdf, Monetary-policy relevant inflation will be close to the target over the entire forecast  horizon (low second-round effects of the VAT changes are ,8,2011,2011/08/04,0,13,147,2034
262,./Czechia/tk_05sz2011_aj.pdf," Economic growth in the Czech Republic will slow this year due to fiscal,consolidation   slower growth in external demand and fading investment in ",9,2011,2011/08/04,0,13,147,2034
264,./Czechia/tk_05sz2011_aj.pdf, The nominal exchange rate is gradually appreciating over the forecast ,10,2011,2011/08/04,0,13,71,2034
265,./Czechia/tk_05sz2011_aj.pdf, Consistent with the forecast is broad stability of market interest rates at the start of  the forecast horizon and  gradual rise in rates starting in late 2011/early ,11,2011,2011/08/04,0,13,167,2034
267,./Czechia/tk_05sz2011_aj.pdf," Downside:risk   lower foreign interest rates Upside:risk   weaker koruna exchange rate 13 Thank you for your attention More information about the  forecast can be found at :http //www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report,III/2011  to be published 12 August ",13,2011,2011/08/04,0,13,281,2034
268,./Czechia/tk_02sz2011_aj.pdf, Press conference of the  CNB Bank Board 2nd Situation Report on  Economic and Monetary  Developments 24 March 2011 The monetary policy decision taken  and the ratio of the votes cast  At the close of the meeting the Bank Board decided by   majority vote to leave the two-week repo rate unchanged  at ,1,2011,2011/03/24,0,7,301,1607
269,./Czechia/tk_02sz2011_aj.pdf, Five board members voted in favour of this decision and  one member voted for increasing interest rates by 0.25  percentage ,2,2011,2011/03/24,0,7,125,1607
270,./Czechia/tk_02sz2011_aj.pdf,"  Reasons for the decision  According to the,forecast  headline and monetary-policy  relevant inflation will be close to the inflation target over the  monetary policy ",3,2011,2011/03/24,0,7,168,1607
271,./Czechia/tk_02sz2011_aj.pdf," Consistent with the forecast is stability of market interest rates  close to their current levels,initially  followed by  gradual rise  in rates as from the end of ",4,2011,2011/03/24,0,7,165,1607
272,./Czechia/tk_02sz2011_aj.pdf, Risks to the forecast are on the upside for headline inflation (due to VAT increase in 2012) and roughly balanced for  monetary-policy relevant ,5,2011,2011/03/24,0,7,145,1607
274,./Czechia/tk_02sz2011_aj.pdf," Its growth was driven mainly by investment in  inventories and to  lesser extent by net;exports   January industrial production indicates  continuing recovery (16.9%;y-o-y   3.4% in,m-o-m  s.a.;terms)   The situation on the labour market has ",6,2011,2011/03/24,0,7,243,1607
275,./Czechia/tk_02sz2011_aj.pdf," Total employment   declined  in Q4 (-0.2%,y-o-y)  ILO unemployment fell slightly ",6,2011,2011/03/24,0,7,82,1607
277,./Czechia/tk_02sz2011_aj.pdf, Major risks on the:upside   higher world commodity prices and foreign interest rate outlook  VAT increase in 2012 and impact on inflation expectations Major risks on the:downside   weaker inflationary pressures from domestic economy  slightly stronger koruna exchange rate  Thank you for your attention Minutes of the today’s  meeting will be released on   April 2011 at :http:,7,2011,2011/03/24,0,7,378,1607
282,./Czechia/TK_01SZ2007_EN.pdf," Press Conference of the CNB  Bank Board 1st Situation Report on Economic  and Monetary Developments 25 January 2007 The monetary policy decision taken  and the ratio of the votes cast At the close of the,meeting  the Board decided to  leave the CNB two-week repo rate unchanged at  2.50 ",1,2007,2007/01/25,0,4,288,1447
286,./Czechia/TK_01SZ2007_EN.pdf, Compared to the  October forecast the rate of growth is slightly lower in 2007 and ,2,2007,2007/01/25,0,4,84,1447
287,./Czechia/TK_01SZ2007_EN.pdf, Expected inflation pressures from the real economy are similar compared to the October forecast for the beginning of the forecasting ,3,2007,2007/01/25,0,4,134,1447
288,./Czechia/TK_01SZ2007_EN.pdf," They grow in the beginning of the year,2007  but decline during the ",3,2007,2007/01/25,0,4,69,1447
290,./Czechia/TK_01SZ2007_EN.pdf," Compared to the October,forecast  inflation is lower in 2007 and 2008 but  this difference gradually decreases during ",4,2007,2007/01/25,0,4,119,1447
291,./Czechia/TK_01SZ2007_EN.pdf, Inflation at the monetary  policy horizon (2008 H1) remains in the upper part of the tolerance band  of the inflation ,4,2007,2007/01/25,0,4,119,1447
292,./Czechia/TK_01SZ2007_EN.pdf, The January forecast   Forecast for inflation (CPI):in    December 2007 (+4 quarters)  2.4  3.8    June 2008 (+6 quarters)  2.8  4.2         Forecast for GDP growth:in    2007                                                    4.4   6.2    2008                                                    3.1   6.5  Major uncertainties of the forecast  lower oil and petrol prices  foreign economic outlook  koruna exchange rate development  revision of the consumer basket  future fiscal ,4,2007,2007/01/25,0,4,481,1447
297,./Czechia/tk_02sz2013_aj.pdf, Press conference of the  CNB Bank Board 2nd Situation Report on  Economic and Monetary  Developments 28 March 2013 The monetary policy decision and  the stance of the CNB   At the close of the meeting the Board decided unanimously to  leave the two-week repo rate unchanged at ,1,2013,2013/03/28,0,10,278,1531
298,./Czechia/tk_02sz2013_aj.pdf, Interest rates will remain at current levels (i.e. at technical zero)  over  longer horizon until inflation pressures increase  ,2,2013,2013/03/28,0,10,129,1531
299,./Czechia/tk_02sz2013_aj.pdf," In line with previous,communication  the CNB is ready to use  foreign exchange interventions if further monetary policy easing  becomes ",3,2013,2013/03/28,0,10,137,1531
300,./Czechia/tk_02sz2013_aj.pdf,"  Reasons for the decision within  the context of the forecast   Consistent with the forecast is  slight decline in market interest ,rates  followed by  rise in rates as from ",4,2013,2013/03/28,0,10,175,1531
301,./Czechia/tk_02sz2013_aj.pdf, The current Inflation Report I/2013 forecast does not predict an  increase in inflation pressures and no tangible risks of such an  increase in inflation pressures can be identified at ,5,2013,2013/03/28,0,10,186,1531
304,./Czechia/tk_02sz2013_aj.pdf," Developments in industrial,production  construction output and retail  sales in January continue to indicate subdued economic ",7,2013,2013/03/28,0,10,127,1531
305,./Czechia/tk_02sz2013_aj.pdf, The labour market exhibits signs of:weakness   Total employment saw y-o-y growth in 2012 Q4 but continued to decline when  converted into full-time ,8,2013,2013/03/28,0,10,149,1531
306,./Czechia/tk_02sz2013_aj.pdf, Unemployment (s.a.) rose in terms of both the  general unemployment rate in 2012 Q4 and the share of unemployed persons in  January and February ,8,2013,2013/03/28,0,10,146,1531
307,./Czechia/tk_02sz2013_aj.pdf," Y-o-y growth in the average nominal wage markedly accelerated in 2012,Q4  which ,was ,however  affected by tax ",9,2013,2013/03/28,0,10,112,1531
308,./Czechia/tk_02sz2013_aj.pdf, Cost-push pressures are apparent from agricultural producer prices  ,10,2013,2013/03/28,0,10,69,1531
310,./Czechia/tk_05sz2013_aj.pdf, Press conference of the   CNB Bank Board 5th Situation Report on  Economic and Monetary  Developments  August 2013     The monetary policy decision and  the stance of the CNB  At the close of the meeting the Board decided unanimously to  leave  the two-week repo rate unchanged at ,1,2013,2013/08/01,0,15,282,2326
311,./Czechia/tk_05sz2013_aj.pdf, Interest rates will remain at current levels (i.e. at technical zero)  over   longer horizon until inflation pressures increase  ,2,2013,2013/08/01,0,15,130,2326
312,./Czechia/tk_05sz2013_aj.pdf, The likelihood of launching foreign exchange interventions to  ease  monetary policy has increased ,3,2013,2013/08/01,0,15,100,2326
313,./Czechia/tk_05sz2013_aj.pdf," 2 Reasons for the decision within  the context of the forecast  Consistent with the forecast is  decline in market interest rates to ,zero   followed by  noticeable rise in rates only in ",4,2013,2013/08/01,0,15,188,2326
314,./Czechia/tk_05sz2013_aj.pdf," Given the zero lower bound on monetary policy,rates  this points to   nee  for easing monetary policy using other ",5,2013,2013/08/01,0,15,115,2326
315,./Czechia/tk_05sz2013_aj.pdf, The new forecast does not predict an increase in inflation pressures  and   tangible risks of such an increase in inflation pressures can  be identified ,6,2013,2013/08/01,0,15,154,2326
316,./Czechia/tk_05sz2013_aj.pdf, The risks to the new forecast are skewed towards  need for easier  mone tary ,7,2013,2013/08/01,0,15,78,2326
317,./Czechia/tk_05sz2013_aj.pdf, 3 The message of the forecast  Food prices continue to be the source of current ,8,2013,2013/08/01,0,15,81,2326
318,./Czechia/tk_05sz2013_aj.pdf, The contribution of tax changes  and administered prices has ,8,2013,2013/08/01,0,15,62,2326
320,./Czechia/tk_05sz2013_aj.pdf," Headline inflation will be below the CNB’s 2% target this,year  monetary-policy relevant  inflation will be below the lower boundary of the tolerance ",9,2013,2013/08/01,0,15,151,2326
321,./Czechia/tk_05sz2013_aj.pdf," At the monetary policy     ,horizon  headline and monetary-policy will gradually approach the target ",9,2013,2013/08/01,0,15,102,2326
322,./Czechia/tk_05sz2013_aj.pdf," This,year  GDP will drop by 1.5% overall and  gradual recovery will be seen from 2013  Q2. Next,year  GDP will grow by approximately 2% due to accelerating external demand    amid an unwinding dampening effect of domestic fiscal ",10,2013,2013/08/01,0,15,230,2326
324,./Czechia/tk_05sz2013_aj.pdf, The exchange rate of the koruna against the euro has weakened and will appreciate only  very slowly over the forecast ,11,2013,2013/08/01,0,15,119,2326
325,./Czechia/tk_05sz2013_aj.pdf," Consistent with the forecast is  decline in market interest rates to,zero  followed by   noticeable rise in rates only in ",12,2013,2013/08/01,0,15,123,2326
327,./Czechia/tk_05sz2013_aj.pdf," Risks in this:direction   energy prices     risk of unfulfilled expectations of an economic recovery  in the  euro area   13 Thank you for your attention More information about the forecast  can be found at :http //www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report,III/2013    to be published  August ",14,2013,2013/08/01,0,15,316,2326
329,./Czechia/tk_03sz2011_aj.pdf, Press conference of the CNB Bank Board 3rd Situation Report on  Economic and Monetary  Developments  May 2011 The monetary policy decision taken and the ratio of the votes cast  At the close of the meeting the Bank Board decided by   majority vote to leave the two-week repo rate unchanged  at ,1,2011,2011/05/05,0,17,295,2659
330,./Czechia/tk_03sz2011_aj.pdf," Five members voted in favour of this,decision  and two  members voted for increasing rates by 0.25 percentage  ",2,2011,2011/05/05,0,17,112,2659
331,./Czechia/tk_03sz2011_aj.pdf,  Reasons for the decision  Headline and monetary-policy relevant inflation will be close  to the inflation target over the monetary policy ,3,2011,2011/05/05,0,17,140,2659
332,./Czechia/tk_03sz2011_aj.pdf, Consistent with the forecast is broad stability of market  interest rates in the near future and  gradual rise in rates  starting in 2011 ,4,2011,2011/05/05,0,17,139,2659
333,./Czechia/tk_03sz2011_aj.pdf, The risks to the forecast for monetary-policy relevant  inflation are ,5,2011,2011/05/05,0,17,71,2659
334,./Czechia/tk_03sz2011_aj.pdf,  The message of the forecast  No inflation pressures from the domestic economy are ,6,2011,2011/05/05,0,17,84,2659
335,./Czechia/tk_03sz2011_aj.pdf, Both headline and monetary-policy relevant inflation will be close to the  inflation target over the entire forecast ,7,2011,2011/05/05,0,17,118,2659
336,./Czechia/tk_03sz2011_aj.pdf," Economic growth will slow this year due to fiscal,restriction  fading  investment in inventories and slower growth in economic activity ",8,2011,2011/05/05,0,17,137,2659
338,./Czechia/tk_03sz2011_aj.pdf, The nominal exchange rate is gradually appreciating over the forecast  ,10,2011,2011/05/05,0,17,72,2659
339,./Czechia/tk_03sz2011_aj.pdf, Consistent with the forecast is broad stability of market interest rates in  the near future and  gradual rise in rates starting in 2011 ,11,2011,2011/05/05,0,17,138,2659
341,./Czechia/tk_03sz2011_aj.pdf, Upside:risks   less anti-inflationary domestic economic environment Downside:risks   debt crisis in some euro area countries 13 Alternative scenario of the forecast  The alternative scenario captures the effects of  planned change in the  reduced VAT rate (from 10% to 14% with effect from  January ,13,2011,2011/05/05,0,17,300,2659
342,./Czechia/tk_03sz2011_aj.pdf," The first-round effect on inflation amounts to roughly 1.1;p.p.  the largest  part is due to food prices (0.6,p.p.)  while the rest is due to administered  prices (0.3 p.p.) and adjusted inflation excluding fuels (0.2 ",14,2011,2011/05/05,0,17,219,2659
343,./Czechia/tk_03sz2011_aj.pdf, Monetary policy of the CNB does not respond to the first-round effects of  indirect tax ,15,2011,2011/05/05,0,17,89,2659
345,./Czechia/tk_03sz2011_aj.pdf," In,2012  GDP is roughly 0.4 p.p. lower on average compared to the  baseline ",16,2011,2011/05/05,0,17,77,2659
346,./Czechia/tk_03sz2011_aj.pdf, Lower economic activity is reflected in slightly lower  monetary-policy relevant inflation and consequently in marginally lower  interest ,16,2011,2011/05/05,0,17,139,2659
347,./Czechia/tk_03sz2011_aj.pdf, The exchange rate forecast does not differ noticeably from  the baseline ,16,2011,2011/05/05,0,17,74,2659
348,./Czechia/tk_03sz2011_aj.pdf," 14 Headline inflation in the alternative  scenario of the forecast      II/0  I IV I/1  I I IV I/1  I I IV I/1  I I IV  lte rn  tiv        rio     lin        rio 15 Thank you for your attention More information about the  forecast can be found at :http //www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report,II/2011  to be published 13 May ",17,2011,2011/05/05,0,17,352,2659
349,./Czechia/tk_04sz2011_aj.pdf, Press conference of the  CNB Bank Board 4th Situation Report on  Economic and Monetary  Developments 23 June 2011 The monetary policy decision taken  and the ratio of the votes cast  At the close of the meeting the Board decided by   majority vote to leave the two-week repo rate unchanged  at ,1,2011,2011/06/23,0,8,295,2194
350,./Czechia/tk_04sz2011_aj.pdf," Five members voted in favour of this,decision  and two  members voted for increasing rates by 0.25 percentage  ",2,2011,2011/06/23,0,8,112,2194
351,./Czechia/tk_04sz2011_aj.pdf,  Reasons for the decision  Headline and monetary-policy relevant inflation will be close to  the inflation target over the monetary policy ,3,2011,2011/06/23,0,8,140,2194
352,./Czechia/tk_04sz2011_aj.pdf, Consistent with the forecast is broad stability of market  interest rates in the near future and  gradual rise in rates  starting in 2011 ,4,2011,2011/06/23,0,8,139,2194
353,./Czechia/tk_04sz2011_aj.pdf, Risks to the forecast are balanced for monetary-policy  relevant ,5,2011,2011/06/23,0,8,66,2194
355,./Czechia/tk_04sz2011_aj.pdf, Its growth was driven mainly by net exports  and to  lesser extent by gross capital;formation   April industrial production indicates  continuing albeit slowing recovery  (4.7%;y-o-y  0.3% in m-o-m s.a.;terms)   Total employment increased in 2011 Q1 in y-o-y terms (by ,6,2011,2011/06/23,0,8,270,2194
356,./Czechia/tk_04sz2011_aj.pdf, The  seasonally adjusted ILO unemployment rate decreased moderately quarter  on quarter and the registered unemployment rate fell in April and;May   Y-o-y nominal wage growth accelerated in 2011 Q1;(2.1%)   High growth in industrial producer prices (6.2% in May) and agricultural  producer prices (31.5% in May) reflects developments in global commodity  ,6,2011,2011/06/23,0,8,356,2194
357,./Czechia/tk_04sz2011_aj.pdf,"  Comparison of actual data  with the CNB forecast 10 forecast 9.0  8.6 actual data      2.8  2.3 2.1 2.0 1.7  1.4   GDP,(Q1  2011) Inflation (May 2011) Average wage   Unemployment,(Q2 ,(Q1 2011) 2011):Note  for,unemployment   comparison of May data with the forecast for the whole quarter  Major risks to the forecast Risks to the forecast are balanced  for monetary-policy relevant ",7,2011,2011/06/23,0,8,384,2194
358,./Czechia/tk_04sz2011_aj.pdf, Major risks on the:upside   higher current inflation  less anti-inflationary domestic economic environment  VAT increase in 2012 is  risk for headline inflation Major risks on the:downside   lower foreign interest rate outlook  debt crisis in some euro area countries  Thank you for your attention Minutes of the today’s  meeting and the Graph of  Risks to the Inflation  Projection (GRIP) will be  released on  July 2011 at :http:,8,2011,2011/06/23,0,8,432,2194
359,./Czechia/tk_08sz2009_aj.pdf," Press Conference of the CNB Bank Board 8th Situation Report on Economic  and Monetary Developments 16th December 2009 The  monetary  policy  decision  taken   and  the  ratio  of  the  votes  cast At the close of the meeting the Board decided by   majority vote to lower the CNB two-week repo rate by  0.25 percentage point to,1%  effective 17 December  ",1,2009,2009/12/16,0,6,355,2068
360,./Czechia/tk_08sz2009_aj.pdf, At the same time it decided to lower Lombard  rate by the same amount to ,1,2009,2009/12/16,0,6,74,2068
362,./Czechia/tk_08sz2009_aj.pdf," Four members voted in favour  of this,decision  and three members voted for leaving  interest rates ",1,2009,2009/12/16,0,6,101,2068
363,./Czechia/tk_08sz2009_aj.pdf, Reasons  for  the  decision  Inflation is close to the inflation target in the monetary-policy ,1,2009,2009/12/16,0,6,96,2068
364,./Czechia/tk_08sz2009_aj.pdf, Consistent with the forecast is  decline in market interest rates this year  followed by  gradual rise in ,2,2009,2009/12/16,0,6,107,2068
365,./Czechia/tk_08sz2009_aj.pdf, New information is generally in line with forecast though some risks that are  slightly on the up side appeared (higher inflation and somewhat weaker  koruna exchange ,3,2009,2009/12/16,0,6,168,2068
366,./Czechia/tk_08sz2009_aj.pdf, Despite slightly pro-inflationary risks the bank board decided in line with the  forecast to cut the interest ,4,2009,2009/12/16,0,6,111,2068
368,./Czechia/tk_08sz2009_aj.pdf, Both  exports (-11.2 %) and imports (-21.1 %) are further markedly;declining   Developments on the labour market correspond to falling economic  ,4,2009,2009/12/16,0,6,146,2068
369,./Czechia/tk_08sz2009_aj.pdf, Employment further declined (-1.9  annually) and registered  unemployment continued to grow moderately in November (8.9 ,4,2009,2009/12/16,0,6,121,2068
370,./Czechia/tk_08sz2009_aj.pdf," Annual growth in nominal wages that increased in Q3 (4.8 %) after its  rapid slowdown in,H1  2009 (3.0  and 3.1 %) is an;exception   November drop in industrial producer prices (-2.4 %) and agricultural  producer prices (-16 %) manifest persisting anti-inflationary effects of  commodities‘ and food ",5,2009,2009/12/16,0,6,301,2068
371,./Czechia/tk_08sz2009_aj.pdf, Comparison  of  actual  data  with the  CNB forecast 10 9.2 8.9 actual data forecast   4.8  2.7  0.5 0.1  -2 -4 -4.1 -4.9 -6 GDP inflation average wage unemployment Major  risks of  the  forecast Risks are moderately on the ,5,2009,2009/12/16,0,6,225,2068
372,./Czechia/tk_08sz2009_aj.pdf," Major risk on the down:side   outlook for the external,developments  especially interest rates Major risks on the up:side   higher November inflation and its outlook for the near future  slightly weaker koruna exchange ",6,2009,2009/12/16,0,6,220,2068
373,./Czechia/TK_07SZ2008_AJ.pdf," Press Conference of the CNB Bank Board 7th Situation Report on Economic  and Monetary Developments  November 2008 The  monetary  policy  decision  taken   and  the  ratio  of  the  votes  cast At the close of the meeting the Board decided by  majority  vote to decrease the CNB two-week repo rate by 0.75  percentage point to,2.75%  effective  November ",1,2008,2008/11/06,0,7,354,1642
374,./Czechia/TK_07SZ2008_AJ.pdf," Four members voted in favour of this,decision  one member voted for decreasing rate by 0.50 percentage ",1,2008,2008/11/06,0,7,104,1642
375,./Czechia/TK_07SZ2008_AJ.pdf," At the same  time it decided to decrease the discount rate and Lombard  rate by the same,amount  to 1.75% and 3.75% ",1,2008,2008/11/06,0,7,117,1642
378,./Czechia/TK_07SZ2008_AJ.pdf," Compared to the previous,forecast  the forecast for both headline and  monetary-policy relevant inflation is ",2,2008,2008/11/06,0,7,110,1642
379,./Czechia/TK_07SZ2008_AJ.pdf, At the monetary policy  horizon monetary-policy relevant inflation is the same as headline  ,2,2008,2008/11/06,0,7,93,1642
380,./Czechia/TK_07SZ2008_AJ.pdf," Compared to the previous,forecast  the interest rate path lies ",3,2008,2008/11/06,0,7,64,1642
383,./Czechia/TK_07SZ2008_AJ.pdf," Change  in  the  communication  of   the  CNB  forecast  Starting from the first forecast in 2009 the CNB will publish its  forecast for nominal exchange rate CZK/EUR in numerical,form  as   fan ",4,2008,2008/11/06,0,7,196,1642
384,./Czechia/TK_07SZ2008_AJ.pdf, The decision follows from the CNB positive experience of   publishing the forecast-consistent interest rate ,5,2008,2008/11/06,0,7,109,1642
385,./Czechia/TK_07SZ2008_AJ.pdf, The disclosure of the CZK/EUR exchange rate forecast in numerical  form will mean that full transparency of the CNB forecast will be  ,6,2008,2008/11/06,0,7,135,1642
386,./Czechia/TK_07SZ2008_AJ.pdf, The CNB will become the only central bank in the world to  publish  forecast for an exchange rate vis-à-vis  specific currency ,6,2008,2008/11/06,0,7,128,1642
387,./Czechia/TK_07SZ2008_AJ.pdf," Similarly to the forecast of other,variables  the exchange rate outlook is conditional on forecast assumptions and information available at  the time when the forecast is drawn ",7,2008,2008/11/06,0,7,178,1642
388,./Czechia/tk_07sz2013_aj.pdf, Press conference of the CNB Bank Board 7th Situation Report on  Economic and Monetary  Developments  November 2013 The monetary policy decision and  the stance of the CNB  At the close of the meeting the Board decided unanimously to leave  the two-week repo rate unchanged at ,1,2013,2013/11/07,0,20,277,4002
389,./Czechia/tk_07sz2013_aj.pdf, Interest rates will remain at current levels (i.e. at technical zero) over   longer horizon until inflation pressures increase ,2,2013,2013/11/07,0,20,128,4002
390,./Czechia/tk_07sz2013_aj.pdf, The  existing forecast does not predict such an increase in inflation pressures and no tangible risk in this direction can be identified  ,2,2013,2013/11/07,0,20,139,4002
391,./Czechia/tk_07sz2013_aj.pdf, The Board also decided to start using the exchange rate as an  additional instrument for easing the monetary ,3,2013,2013/11/07,0,20,110,4002
392,./Czechia/tk_07sz2013_aj.pdf, The CNB  will intervene on the FX market to weaken the koruna so that the exchange rate of the koruna against the euro is close to  CZK ,3,2013,2013/11/07,0,20,137,4002
