,filename,sentence,paragraph_index,paragraphs,num_char_sentence,total_chars
160,C:/Modeling/ETA/Czechia/tk_02sz2013_aj.pdf,Unemployment (s.a.) rose in terms of both the  general unemployment rate in 2012 Q4 and the share of unemployed persons in  January and February 2013.,8.0,11.0,150.0,3587.0
161,C:/Modeling/ETA/Czechia/tk_02sz2013_aj.pdf,"• Y-o-y growth in the average nominal wage markedly accelerated in 2012 Q4, which  was, however, affected by tax optimisation.",9.0,11.0,126.0,3587.0
162,C:/Modeling/ETA/Czechia/tk_02sz2013_aj.pdf,•  Cost-push pressures are apparent from agricultural producer prices  only.,10.0,11.0,76.0,3587.0
163,C:/Modeling/ETA/Czechia/tk_02sz2013_aj.pdf,"7 Comparison of actual data  with the CNB forecast 10 forecast 7.9 8.0 8 actual data 6 3.7 4 2.0 2.1 1.7 2 0 -2 -1.4 -1.7 -4 GDP (Q4,2012)  Inflation (February 2013)  Average wage (Q4,2012)  Share of unemployed persons (Q1,2013)  Note: in percentages, for share of unemployed persons comparison of outcomes in January and February with  forecast for the Q1, 2013  8 Risks to the forecast The risks to the forecast are tilted towards slightly  easier monetary conditions Risks in the above-mentioned direction: •  domestic economic activity •  domestic inflation •  developments abroad 9 Thank you for your attention Minutes of the today’s meeting and  the Graph of Risks to the Inflation  Projection (GRIP) will be released  on 5 April 2013 at  http://www.cnb.cz/en/monetary_policy/bank_board_minutes/",11.0,11.0,801.0,3587.0
164,,,,,,
165,,,,,,
166,,,,,,
167,C:/Modeling/ETA/Czechia/TK_03SZ2008_EN.pdf,Press Conference of the CNB Bank Board 3rd Situation Report on Economic  and Monetary Developments 7 May 2008 TThhee  mmoonneettaarryy  ppoolliiccyy  ddeecciissiioonn  ttaakkeenn   aanndd  tthhee  rraattiioo  ooff  tthhee  vvootteess  ccaasstt At the close of the meeting the Board decided by a majority vote to leave the two-week repo rate  unchanged at 3.75 %.,1.0,4.0,362.0,4904.0
168,C:/Modeling/ETA/Czechia/TK_03SZ2008_EN.pdf,"Six members voted in favour  of this decision, and one member voted for  increasing rates by 0.25 percentage point.",1.0,4.0,115.0,4904.0
169,C:/Modeling/ETA/Czechia/TK_03SZ2008_EN.pdf,"TThhee  eexxtteerrnnaall  eennvviirroonnmmeenntt Comparison between the actual and previous forecast assumptions 2008 2009   Effective indicator of consumer prices in the euro area    1.SR 2008 2.2 1.8   (percentages) 3.SR 2008 2.6 2.0   Effective indicator of producer prices in the euro area  1.SR 2008 2.4 1.8   (percentages) 3.SR 2008 3.5 2.2   Effective indicator of GDP in the euro area (percentages) 1.SR 2008 2.0 2.0 3.SR 2008 1.8 1.7   Price of Brent crude oil (USD/barrel) 1.SR 2008 92.1 88.7 3.SR 2008 104.8 105.4   Price of petrol (USD/t) 1.SR 2008 822.6 826.4 3.SR 2008 895.2 934.8   USD/EUR exchange rate (level) 1.SR 2008 1.46 1.38 3.SR 2008 1.53 1.44   1Y EURIBOR  (percentages) 1.SR 2008 3.9 4.0 3.SR 2008 4.1 4.0 TThhee  ffoorreeccaasstt  ffoorr  hheeaaddlliinnee  iinnffllaattiioonn 8 Monetary  policy 7 horizon   6 5 4 Inflation target 3 2 1 0 II III IV I/07 II III IV I/08  II III IV I/09 II III IV 90% 70% 50% 30% confidence interval TThhee  ffoorreeccaasstt  ffoorr  mmoonneettaarryy--ppoolliiccyy   rreelleevvaanntt  iinnffllaattiioonn   8 Monetary  7 policy horizon   6 5 4 Inflation target 3 2 1 0 II III IV I/07 II III IV I/08  II III IV I/09 II III IV 90% 70% 50% 30% confidence interval TThhee  ffoorreeccaasstt  ffoorr  GGDDPP 9 8 7 6 5 4 3 2 1 0 II III IV I/07 II III IV I/08  II III IV I/09 II III IV 90% 70% 50% 30%  confidence interval TThhee  ffoorreeccaasstt  ffoorr  iinntteerreesstt rraatteess ((33MM  PPRRIIBBOORR)) 7 6 5 4 3 2 1 0 II III IV I/0 7 II III IV I/08   II III IV I/0 9 II III IV 9 0 % 7 0 % 5 0 % 3 0 %  c o n f id e n c e  in terv a l Consistent with the macroeconomic forecast and its assumptions is  broad stability in nominal interest rates initially, followed by a decline  still in 2008 and stability in 2009.",1.0,4.0,1766.0,4904.0
170,C:/Modeling/ETA/Czechia/TK_03SZ2008_EN.pdf,"FFoorreeccaasstt  iinn  nnuummbbeerrss   Forecast for headline inflation in:   2009, Q1 (+4 quarters)  2.9 %   2009, Q3 (+6 quarters) 2.2 %    Forecast for monetary-policy relevant inflation in:   2009, Q1 (+4 quarters)           2.4 %   2009, Q3 (+6 quarters) 2.2 %      Forecast for GDP growth in:   2008                                               4.7 %   2009                                                 4.0 %   Forecast for nominal interest rates (3M PRIBOR) in:   2009, Q1 (+4 quarters)           2.8 %   2009, Q3 (+6 quarters) 2.8 %  CCoommppaarriissoonn  wwiitthh  tthhee  pprreevviioouuss   ffoorreeccaasstt • Compared to the previous forecast, the rate of economic growth is higher  in 2008 and lower in 2009.",1.0,4.0,725.0,4904.0
171,C:/Modeling/ETA/Czechia/TK_03SZ2008_EN.pdf,"• Compared to the previous forecast, the forecast for headline inflation is  on average slightly lower.",2.0,4.0,103.0,4904.0
172,C:/Modeling/ETA/Czechia/TK_03SZ2008_EN.pdf,"The same is true for monetary-policy relevant  inflation which is equal to the headline inflation from 2009, Q3.",2.0,4.0,112.0,4904.0
173,C:/Modeling/ETA/Czechia/TK_03SZ2008_EN.pdf,"• Compared to the previous forecast, the forecast-consistent interest rate  path is slightly lower for most of the period.",3.0,4.0,122.0,4904.0
174,C:/Modeling/ETA/Czechia/TK_03SZ2008_EN.pdf,MMaajjoorr  uunncceerrttaaiinnttiieess  ooff  tthhee  ffoorreeccaasstt Risks are rather on upside.,3.0,4.0,98.0,4904.0
175,C:/Modeling/ETA/Czechia/TK_03SZ2008_EN.pdf,Major risks and uncertainties: - higher impact of cost shocks on prices in other segments  and on inflation expectations - slower reaction of the real economic activity to tightening  of the exchange rate component of monetary policy conditions - koruna exchange rate developments - situation on labour market  - external developments TThhee  aalltteerrnnaattiivvee  ffoorreeccaasstt ((mmooddeell  gg33)) ffoorr  hheeaaddlliinnee aanndd  mmoonneettaarryy  ppoolliiccyy--rreelleevvaanntt  iinnffllaattiioonn 8 Monetary  8 Monetary  7 policy 7 policy horizon   6 6 horizon  5 5 4 4 Inflation target Inflation target 3 3 2 2 1 1 0 0 II III IV I/07 II III IV I/08  II III IV I/09 II III IV II III IV I/07 II III IV I/08  II III IV I/09 II III IV 90% 70% 90% 70% 50% 30% confidence interval 50% 30% confidence interval Baseline scenario Alternative scenario Baseline scenario Alternative scenario TThhee  aalltteerrnnaattiivvee  ffoorreeccaasstt ((mmooddeell  gg33)) ffoorr  iinntteerreesstt   rraatteess  ((33MM  PPRRIIBBOORR))  aanndd  GGDDPP  ggrroowwtthh 7 9 6 8 7 5 6 4 5 3 4 3 2 2 1 1 0 0 II III IV I/07 II III IV I/08  II III IV I/09 II III IV II III IV I/07 II III IV I/08  II III IV I/09 II III IV 90% 70% 90% 70% 50% 30% confidence interval 50% 30% confidence interval Baseline scenario Alternative scenario Baseline scenario Alternative scenario The interest rate path consistent with the alternative scenario is roughly  the same as in the baseline scenario in 2008 and somewhat higher in 2009.,4.0,4.0,1501.0,4904.0
176,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,"Press Conference of the CNB Bank Board 3rd Situation Report on Economic  and Monetary Developments May 7, 2009 TThhee  mmoonneettaarryy  ppoolliiccyy  ddeecciissiioonn  ttaakkeenn   aanndd  tthhee  rraattiioo  ooff  tthhee  vvootteess  ccaasstt At the close of the meeting the Board decided by a  majority vote to decrease the CNB two-week repo  rate by 0.25 percentage point to 1.50 %,  effective  11 May 2004.",1.0,8.0,411.0,4518.0
177,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,"At the same time it decided to  decrease the discount rate and Lombard rate by the  same amount, to 0.50 % and 2.50 % respectively.",1.0,8.0,131.0,4518.0
178,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,"Five members voted in favour of this decision, and  two members voted for leaving interest rates  unchanged.",2.0,8.0,108.0,4518.0
179,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,MMeessssaaggee  ooff  tthhee  ffoorreeccaasstt • Headline (and monetary-policy relevant) inflation will  continue declining this year but will remain in positive  figures.,2.0,8.0,171.0,4518.0
180,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,Next year inflation will again start rising and will  approach the 2% inflation target at the end of 2010.,2.0,8.0,106.0,4518.0
181,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,"• The domestic economic activity will decline this year by 2,4%  but the economy will return to modest growth in 2010.",3.0,8.0,118.0,4518.0
182,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,• The nominal exchange rate will initially correct its losses from beginning of the year and afterwards will be broadly flat.,4.0,8.0,125.0,4518.0
183,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,• Consistent with the forecast is a decline in market interest  rates this year followed by a modest rise in 2010.,5.0,8.0,114.0,4518.0
184,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,"TThhee  eexxtteerrnnaall  eennvviirroonnmmeenntt Comparison between the actual and previous forecast assumptions 2009 2010   Effective indicator of consumer prices in the euro area    3.SR 2009 1.0 1.6   (percentages) 1.SR 2009 1.0 1.6   Effective indicator of producer prices in the euro area  3.SR 2009 -1.6 1.3   (percentages) 1.SR 2009 0.9 1.9   Effective indicator of GDP in the euro area (percentages) 3.SR 2009 -3.3 0.7 1.SR 2009 -1.5 0.8   Price of Brent crude oil (USD/barrel) 3.SR 2009 52.7 63.3 1.SR 2009 51.4 61.8   USD/EUR exchange rate (level) 3.SR 2009 1.32 1.33 1.SR 2009 1.33 1.33   3M EURIBOR (percentages) 3.SR 2009 1.3 1.9 1.SR 2009 1,8 2,5 TThhee  ffoorreeccaasstt  ffoorr  hheeaaddlliinnee  iinnffllaattiioonn 8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 II/07 III IV I/08  II III IV I/09 II III IV I/10 II III IV 90% 70% 50% 30% confidence interval TThhee  ffoorreeccaasstt  ffoorr  mmoonneettaarryy--ppoolliiccyy   rreelleevvaanntt  iinnffllaattiioonn   8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 II/07 III IV I/08  II III IV I/09 II III IV I/10 II III IV 90% 70% 50% 30% confidence interval TThhee  ffoorreeccaasstt  ffoorr  GGDDPP 8 6 4 2 0 -2 -4 -6 II/07 III IV I/08  II III IV I/09 II III IV I/10 II III IV 90% 70% 50% 30% confidence interval TThhee  ffoorreeccaasstt  ffoorr  iinntteerreesstt rraatteess ((33MM  PPRRIIBBOORR)) 6 5 4 3 2 1 0 II/07 III IV I/08  II III IV I/09 II III IV I/10 II III IV 90% 70% 50% 30% confidence interval TThhee  ffoorreeccaasstt  ffoorr  eexxcchhaannggee  rraattee ((CCZZKK//EEUURR,,  qquuaarrtteerrllyy  aavveerraaggeess)) 30 28 26 24 22 20 II/07 III IV I/08  II III IV I/09 II III IV I/10 II III IV 90% 70% 50% 30% confidence interval FFoorreeccaasstt  iinn  nnuummbbeerrss   Headline inflation in:   2010, Q2                                              1.1 %   2010, Q3 1.7 %    Monetary-policy relevant inflation in:   2010, Q2   1.4 %   2010, Q3 1.7 %      GDP growth in:   2009                                                           -2.4 %   2010                                                            1.4 %   Nominal interest rates (3M PRIBOR) in:   2010, Q2 2.0 %   2010, Q3 2.1 %    Exchange rates (CZK/EUR) in:   2009                                26.6 CZK/EUR   2010                                       25.9 CZK/EUR CCoommppaarriissoonn  wwiitthh  tthhee  pprreevviioouuss   ffoorreeccaasstt • Compared to the previous forecast, the economic recession in 2009  is markedly deeper due to foreign economic developments, whereas in 2010 the economic growth is slightly stronger.",5.0,8.0,2584.0,4518.0
185,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,"• Compared to the previous projection, the forecast for both headline  and monetary-policy relevant inflation is higher in 2009 but, on the  contrary, lower in 2010.",6.0,8.0,165.0,4518.0
186,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,"• Compared to the previous forecast, the interest rate path lies lower  over the forecasted horizon.",7.0,8.0,100.0,4518.0
187,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,• The CZK/EUR exchange rate outlook is weaker than in the previous  forecast.,8.0,8.0,77.0,4518.0
188,C:/Modeling/ETA/Czechia/tk_03sz2009_aj.pdf,"MMaajjoorr  rriisskkss  ooff  tthhee  ffoorreeccaasstt Forecast risks are balanced, a high degree of uncertainty persists Inflation risks on the down side: - deeper and longer-lasting depression in economies abroad Inflation risks on the up side: - smaller drop in growth of nominal wages in domestic economy",8.0,8.0,308.0,4518.0
189,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,"Press conference of the CNB Bank Board 3rd Situation Report on  Economic and Monetary  Developments May 6, 2010 The monetary policy decision taken and the ratio of the votes cast • Six out of seven Bank Board members attended the  meeting.",1.0,16.0,239.0,4119.0
190,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,• At the close of the meeting the Bank Board decided by a  majority vote to lower the two-week repo rate by 0.25  percentage point to 0.75 %.,2.0,16.0,141.0,4119.0
191,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,"At the same time, it decided to cut the Lombard rate by the same amount, to 1.75 %.",2.0,16.0,83.0,4119.0
192,,,,,,
193,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,"• Four board members voted in favour of this decision, and two members voted for leaving interest rates unchanged.",4.0,16.0,114.0,4119.0
194,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,2 Reasons for the decision • Headline and monetary-policy relevant inflation will be  slightly below the 2% target at the monetary policy  horizon.,5.0,16.0,147.0,4119.0
195,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,• Consistent with the forecast is initially a moderate decline in market interest rates followed by stability and gradual  rise in rates since 2011.,6.0,16.0,148.0,4119.0
196,,,,,,
197,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,3 The message of the forecast • Headline inflation will rise during 2010 and will exceed the CNB’s target at the  end of the year due to already realized indirect taxes changes.,8.0,16.0,177.0,4119.0
198,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,In 2011  inflation will decline slightly below the CNB‘s inflation target.,8.0,16.0,74.0,4119.0
199,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,• Monetary-policy relevant inflation will initially be lower than headline inflation  and will be approaching the target from below over the monetary policy  horizon (2011 Q2 and Q3).,9.0,16.0,183.0,4119.0
200,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,"• GDP will grow over the entire forecast horizon, but the growth rate in 2010  will be hampered by a temporary decline in domestic consumption and  slowdown in foreign demand.",10.0,16.0,175.0,4119.0
201,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,Both factors will unwind in 2011 and GDP  growth will start to accelerate.,10.0,16.0,74.0,4119.0
202,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,• Nominal exchange rate is gradually appreciating over the forecast horizon.,11.0,16.0,76.0,4119.0
203,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,• Consistent with the forecast is initially a moderate decline in market interest  rates followed by stability and a gradual rise in rates since 2011.,12.0,16.0,150.0,4119.0
204,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,"4 The external environment (i) Comparison between the new and previous forecasts 3 2.3 new forecast previous forecast 2.0 2.0 2 1.9 1.8 1.7 1.6 1.5 1.5 1.5 2 1.2 1.1 1.1 1 0.9 0.8 0.6 1 0 2010 2011 2010 2011 2010 2011 2010 2011 Consumer prices Producer pricees GDP 3M EURIBOR 5 The external environment (ii) Comparison between the new and previous forecasts 100 new forecast 1,50 new forecast previous forecast previous forecast 90,1 1,45 88,9 90 1,45 84,2 83,6 1,42 80 1,40 1,35 70 1,35 1,33 60 1,30 50 1,25 40 1,20 2010 2011 2010 2011 Brent oil (USD/barel) USD/EUR  6 The forecast for headline inflation 8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 II/08 III IV I/09 II III IV I/10 II III IV I/11 II III IV 90% 70% 50% 30% confidence interval 7 The forecast for monetary-policy  relevant inflation 8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 II/08 III IV I/09 II III IV I/10 II III IV I/11 II III IV 90% 70% 50% 30% confidence interval 8 The forecast for GDP 10 8 6 4 2 0 -2 -4 -6 II/08 III IV I/09 II III IV I/10 II III IV I/11 II III IV 90% 70% 50% 30% confidence interval 9 The forecast for interest rates (3M PRIBOR) 6 5 4 3 2 1 0 II/08 III IV I/09 II III IV I/10 II III IV I/11 II III IV 90% 70% 50% 30% confidence interval 10 The forecast for exchange rate CZK/EUR (quarterly averages) 30 28 26 24 22 20 II/08 III IV I/09 II III IV I/10 II III IV I/11 II III IV 90% 70% 50% 30% confidence interval 11 Comparison with the  previous forecast 3 28 2.5 2.1 2.1 2.1 25.3 25.5 25.2 1.9 24.9 1.8 1.8 1.8 2 25 1.4 1.4 1.4 1.1 1 22 0 19 -1 16 -2 13 -3 10 -4 7 new forecast previous forecast -5 4 II/2011 III/2011 2010 2011 2010 2011 2010 2011 CZK/EUR (right axis) Consumer prices GDP 3M PRIBOR 12 Major risks to the forecast Forecast risks are seen as balanced.",13.0,16.0,1785.0,4119.0
205,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,• Upside risk relates to exchange rate developments • Downside risk stems from the global economic outlook with respect to Czech exports.,14.0,16.0,137.0,4119.0
206,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,• Uncertainty going in both directions exists regarding current financial market developments in connection with the fiscal situation.,15.0,16.0,134.0,4119.0
207,C:/Modeling/ETA/Czechia/tk_03sz2010_aj.pdf,"13 Thank you for your attention More information about the  forecast can be found at  http://www.cnb.cz/en/monetary _policy/forecast/ and in Inflation Report II/2010,  to be published 14th May,  2010.",16.0,16.0,200.0,4119.0
208,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,Press conference of the CNB Bank Board 3rd Situation Report on  Economic and Monetary  Developments 5 May 2011 The monetary policy decision taken and the ratio of the votes cast • At the close of the meeting the Bank Board decided by a  majority vote to leave the two-week repo rate unchanged  at 0.75%.,1.0,17.0,303.0,4738.0
209,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,"• Five members voted in favour of this decision, and two  members voted for increasing rates by 0.25 percentage  point.",2.0,17.0,119.0,4738.0
210,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,2 Reasons for the decision • Headline and monetary-policy relevant inflation will be close  to the inflation target over the monetary policy horizon.,3.0,17.0,149.0,4738.0
211,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,• Consistent with the forecast is broad stability of market  interest rates in the near future and a gradual rise in rates  starting in 2011 Q4.,4.0,17.0,144.0,4738.0
212,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,• The risks to the forecast for monetary-policy relevant  inflation are balanced.,5.0,17.0,81.0,4738.0
213,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,3 The message of the forecast • No inflation pressures from the domestic economy are apparent.,6.0,17.0,94.0,4738.0
214,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,• Both headline and monetary-policy relevant inflation will be close to the  inflation target over the entire forecast horizon.,7.0,17.0,127.0,4738.0
215,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,"• Economic growth will slow this year due to fiscal restriction, fading  investment in inventories and slower growth in economic activity abroad.",8.0,17.0,145.0,4738.0
216,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,A more robust economic recovery is expected to reappear in 2012.,9.0,17.0,64.0,4738.0
217,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,• The nominal exchange rate is gradually appreciating over the forecast  horizon.,10.0,17.0,81.0,4738.0
218,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,• Consistent with the forecast is broad stability of market interest rates in  the near future and a gradual rise in rates starting in 2011 Q4.,11.0,17.0,143.0,4738.0
219,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,"4 The external environment (i) Comparison between the assumptions of the new and  previous forecasts for the effective euro area 5 4.7 previous forecast new forecast 4 2.9 3 2.6 2.5 2.4 2.4 2.3 2.2 2.2 2.2 2.1 2.0 1.9 2 1.7 1.6 1.2 1 0 2011 2012 2011 2012 2011 2012 2011 2012 Consumer prices Producer prices GDP 3M EURIBOR 5 The external environment (ii) Comparison between the assumptions of the new and previous forecasts 140 previous forecast 1.45 previous forecast new forecast 130 new forecast 1.40 1.38 120 115.9 115.2 1.36 1.35 110 1.32 1.32 100 95.4 96.0 1.30 90 1.25 80 70 1.20 60 1.15 50 40 1.10 2011 2012 2011 2012 Brent oil (USD/barrel) USD/EUR  6 The forecast for headline inflation 8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 II/09 III IV I/10 II III IV I/11 II III IV I/12 II III IV 90% 70% 50% 30% confidence interval 7 The forecast for monetary-policy  relevant inflation 8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 II/09 III IV I/10 II III IV I/11 II III IV I/12 II III IV 90% 70% 50% 30% confidence interval 8 The forecast for GDP 10 8 6 4 2 0 -2 -4 -6 II/09 III IV I/10 II III IV I/11 II III IV I/12 II III IV 90% 70% 50% 30% confidence interval 9 The forecast for interest rates (3M PRIBOR) 5 4 3 2 1 0 II/09 III IV I/10 II III IV I/11 II III IV I/12 II III IV 90% 70% 50% 30% confidence interval 10 The forecast for the CZK/EUR exchange rate  (quarterly averages) 28 26 24 22 20 II/09 III IV I/10 II III IV I/11 II III IV I/12 II III IV 90% 70% 50% 30% confidence interval 11 Comparison with the  previous forecast 4 26 previous forecast new forecast 3,0 3 2,8 24,2 24,1 23,7 24 23,4 2,2 2,1 2,1 2,1 2,0 2,0 2 1,6 1,5 1,3 1,3 22 1 0 20 II/2012 III/2012 2011 2012 2011 2012 2011 2012 Consumer prices GDP 3M PRIBOR CZK/EUR (right-hand scale) 12 Major risks to the forecast The risks to the forecast for monetary-policy relevant inflation are  balanced.",12.0,17.0,1898.0,4738.0
220,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,Upside risks: • less anti-inflationary domestic economic environment Downside risks: • debt crisis in some euro area countries 13 Alternative scenario of the forecast • The alternative scenario captures the effects of a planned change in the  reduced VAT rate (from 10% to 14% with effect from 1 January 2012).,13.0,17.0,310.0,4738.0
221,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,"• The first-round effect on inflation amounts to roughly 1.1 p.p.; the largest  part is due to food prices (0.6 p.p.), while the rest is due to administered  prices (0.3 p.p.) and adjusted inflation excluding fuels (0.2 p.p.).",14.0,17.0,226.0,4738.0
222,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,• Monetary policy of the CNB does not respond to the first-round effects of  indirect tax changes.,15.0,17.0,98.0,4738.0
223,,,,,,
224,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,"• In 2012, GDP is roughly 0.4 p.p. lower on average compared to the  baseline scenario.",16.0,17.0,87.0,4738.0
225,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,Lower economic activity is reflected in slightly lower  monetary-policy relevant inflation and consequently in marginally lower  interest rates.,16.0,17.0,144.0,4738.0
226,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,The exchange rate forecast does not differ noticeably from  the baseline scenario.,16.0,17.0,82.0,4738.0
227,C:/Modeling/ETA/Czechia/tk_03sz2011_aj.pdf,"14 Headline inflation in the alternative  scenario of the forecast 4 3 2 1 0 II/0 9 III IV I/1 0 II III IV I/1 1 II III IV I/1 2 II III IV A lte rn a tiv e  s c e n a rio B a s e lin e  s c e n a rio 15 Thank you for your attention More information about the  forecast can be found at  http://www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report II/2011, to be published 13 May 2011.",17.0,17.0,394.0,4738.0
228,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,Press conference of the  CNB Bank Board 3rd Situation Report on  Economic and Monetary  Developments 3 May 2012 The monetary policy decision taken  and the ratio of the votes cast •  At the close of the meeting the Board decided  by a majority vote to leave the two-week repo rate  unchanged at 0.75%.,1.0,17.0,301.0,6811.0
229,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,"•  Four members voted in favour of this decision, two  members voted for lowering rates by 0.25 percentage  point, and one member voted for increasing rates by 0.25  percentage point.",2.0,17.0,183.0,6811.0
230,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,2 Reasons for the decision •  Headline inflation will be close to its current elevated level as a  result of a VAT increase.,3.0,17.0,124.0,6811.0
231,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,Monetary-policy relevant inflation will  be in the upper half of the tolerance band this year.,3.0,17.0,94.0,6811.0
232,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,Both  headline and monetary-policy relevant inflation will fall slightly  below the target in 2013.,3.0,17.0,99.0,6811.0
233,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,•  Consistent with the forecast is a decline in market interest rates  in the remainder of this year followed by a rise in rates as from  2013 H2.,4.0,17.0,146.0,6811.0
234,,,,,,
235,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,3 The message of the forecast  baseline scenario •  Domestic factors (weak domestic demand and moderate wage growth) are currently  curbing inflation.,6.0,17.0,150.0,6811.0
236,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,"The VAT increase, food prices, administered prices and the gradual  pass-through of the past weaker exchange rate to prices are the main sources of  inflation.",6.0,17.0,159.0,6811.0
237,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,"•  Headline inflation will be close to the current elevated values in 2012, but will fall  below the target in 2013.",7.0,17.0,116.0,6811.0
238,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,"Monetary-policy relevant inflation will be in the upper half of  the tolerance band this year, but will fall slightly below the target in 2013.",7.0,17.0,143.0,6811.0
239,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,•  The Czech economy will stagnate this year as a result of a marked slowdown in  external demand and continuing domestic fiscal consolidation.,8.0,17.0,143.0,6811.0
240,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,"Next year, in  connection with an external demand recovery, GDP growth will be just below 2%.",8.0,17.0,93.0,6811.0
241,,,,,,
242,C:/Modeling/ETA/Czechia/tk_03sz2012_aj.pdf,•  Consistent with the forecast is a decline in market interest rates in the remainder of  this year followed by a rise in rates as from 2013 H2.,10.0,17.0,145.0,6811.0
